id,Name,Level,Speed,Cornering,Power_Unit,Qualifying,Pit_Time,Total,Series,Cards,Total_Cards,Coins,Total_Coins
sospensioni_2,Nexus,9,9,8,12,9,0.62,38,2,1000,1784,"5,600,000","12,631,000"
sospensioni_2,Nexus,10,10,9,13,10,0.58,42,2,2000,3784,"7,450,000","20,081,000"
sospensioni_2,Nexus,11,11,10,14,11,0.55,46,2,4000,7784,"9,300,000","29,381,000"
sospensioni_3,Curver 2.0,1,4,7,2,7,0.93,20,3,0,0,0,0
sospensioni_3,Curver 2.0,2,5,8,3,8,0.91,24,3,4,4,"22,000","22,000"
sospensioni_3,Curver 2.0,3,5,10,3,10,0.89,28,3,10,14,"45,000","67,000"
sospensioni_3,Curver 2.0,4,6,11,4,11,0.87,32,3,20,34,"135,000","202,000"
sospensioni_3,Curver 2.0,5,6,13,4,13,0.85,36,3,50,84,"450,000","652,000"
sospensioni_3,Curver 2.0,6,7,14,5,14,0.83,40,3,100,184,"1,350,000","2,002,000"
sospensioni_3,Curver 2.0,7,7,15,5,15,0.80,42,3,200,384,"2,800,000","4,802,000"
sospensioni_3,Curver 2.0,8,8,17,6,17,0.78,48,3,400,784,"5,250,000","10,052,000"
sospensioni_3,Curver 2.0,9,8,18,6,18,0.76,50,3,1000,1784,"7,700,000","17,752,000"
sospensioni_3,Curver 2.0,10,9,20,7,20,0.74,56,3,2000,3784,"10,150,000","27,902,000"
sospensioni_3,Curver 2.0,11,9,21,7,21,0.72,58,3,4000,7784,"12,600,000","40,502,000"
sospensioni_4,The Pulse,1,4,5,12,6,0.69,27,5,0,0,0,0
sospensioni_4,The Pulse,2,5,6,14,7,0.64,32,5,4,4,"220,000","220,000"
sospensioni_4,The Pulse,3,5,6,15,7,0.59,33,5,10,14,"445,000","665,000"
sospensioni_4,The Pulse,4,6,7,17,8,0.55,38,5,20,34,"665,000","1,330,000"
sospensioni_4,The Pulse,5,6,7,18,9,0.50,40,5,50,84,"2,250,000","3,580,000"
sospensioni_4,The Pulse,6,7,8,20,10,0.46,45,5,100,184,"4,750,000","8,330,000"
sospensioni_4,The Pulse,7,7,8,21,10,0.41,46,5,200,384,"13,750,000","22,080,000"
sospensioni_4,The Pulse,8,8,9,23,11,0.37,51,5,400,784,"25,500,000","47,580,000"
sospensioni_4,The Pulse,9,8,9,24,12,0.32,53,5,1000,1784,"37,250,000","84,830,000"
sospensioni_4,The Pulse,10,9,10,26,12,0.28,57,5,2000,3784,"49,000,000","133,830,000"
sospensioni_4,The Pulse,11,9,10,27,13,0.23,59,5,4000,7784,"60,750,000","194,580,000"
sospensioni_5,Hustle,1,24,7,11,10,0.76,52,7,0,0,0,0
sospensioni_5,Hustle,2,26,8,12,11,0.73,57,7,4,4,"1,950,000","1,950,000"
sospensioni_5,Hustle,3,29,9,13,12,0.70,63,7,10,14,"3,850,000","5,800,000"
sospensioni_5,Hustle,4,31,10,14,13,0.68,68,7,20,34,"5,800,000","11,600,000"
sospensioni_5,Hustle,5,33,11,15,14,0.65,73,7,50,84,"7,700,000","19,300,000"
sospensioni_5,Hustle,6,35,11,15,14,0.62,75,7,100,184,"15,750,000","35,050,000"
sospensioni_5,Hustle,7,38,12,16,15,0.60,81,7,200,384,"28,000,000","63,050,000"
sospensioni_5,Hustle,8,40,13,17,16,0.57,86,7,400,784,"51,750,000","114,800,000"
sospensioni_5,Hustle,9,42,14,18,17,0.55,91,7,1000,1784,"75,500,000","190,300,000"
sospensioni_6,The Arc,1,12,30,10,11,0.65,63,9,0,0,0,0
sospensioni_6,The Arc,2,13,32,11,12,0.62,68,9,4,4,"9,500,000","9,500,000"
sospensioni_6,The Arc,3,14,35,12,13,0.59,74,9,10,14,"19,000,000","28,500,000"
sospensioni_6,The Arc,4,15,37,12,14,0.56,78,9,20,34,"45,000,000","73,500,000"
sospensioni_6,The Arc,5,16,40,13,15,0.53,84,9,50,84,"105,000,000","178,500,000"
sospensioni_6,The Arc,6,16,42,14,15,0.50,87,9,100,184,"199,000,000","377,500,000"
sospensioni_6,The Arc,7,17,44,15,16,0.47,92,9,200,384,"239,000,000","616,500,000"
sospensioni_6,The Arc,8,18,47,15,17,0.44,97,9,400,784,"278,000,000","894,500,000"
sospensioni_6,The Arc,9,19,49,16,18,0.41,102,9,1000,1784,"317,000,000","1,211,500,000"
sospensioni_7,The Reactor,1,16,17,42,15,0.48,90,12,0,0,0,0
sospensioni_7,The Reactor,2,17,18,45,16,0.45,96,12,4,4,"116,000,000","116,000,000"
sospensioni_7,The Reactor,3,18,19,47,17,0.43,101,12,10,14,"232,000,000","348,000,000"
sospensioni_7,The Reactor,4,19,20,50,18,0.40,107,12,20,34,"348,000,000","696,000,000"
sospensioni_7,The Reactor,5,20,21,52,19,0.38,112,12,50,84,"464,000,000","1,160,000,000"
sospensioni_7,The Reactor,6,21,22,55,20,0.35,118,12,100,184,"580,000,000","1,740,000,000"
sospensioni_7,The Reactor,7,22,23,57,21,0.33,123,12,200,384,"696,000,000","2,436,000,000"
sospensioni_7,The Reactor,8,23,24,60,22,0.30,129,12,400,784,"812,000,000","3,248,000,000"
motore_0,Starter,1,1,1,1,1,1,4,0,0,0,0,0
motore_1,The Synergy,1,2,3,1,2,0.97,8,1,0,0,0,0
motore_1,The Synergy,2,3,4,2,3,0.94,12,1,4,4,"2,000","2,000"
motore_1,The Synergy,3,4,5,3,4,0.91,16,1,10,14,"8,000","10,000"
motore_1,The Synergy,4,5,6,3,5,0.88,19,1,20,34,"35,000","45,000"
motore_1,The Synergy,5,6,7,4,6,0.85,23,1,50,84,"90,000","135,000"
motore_1,The Synergy,6,7,8,5,7,0.83,27,1,100,184,"275,000","410,000"
motore_1,The Synergy,7,7,8,6,7,0.80,28,1,200,384,"800,000","1,210,000"
motore_1,The Synergy,8,8,9,7,8,0.77,32,1,400,784,"1,600,000","2,810,000"
motore_1,The Synergy,9,9,10,7,9,0.74,35,1,1000,1784,"2,400,000","5,210,000"
motore_1,The Synergy,10,10,11,8,10,0.71,39,1,2000,3784,"3,200,000","8,410,000"
motore_1,The Synergy,11,11,12,9,11,0.69,43,1,4000,7784,"4,000,000","12,410,000"
motore_2,The Accord,1,6,2,1,3,0.90,12,2,0,0,0,0
motore_2,The Accord,2,7,3,2,4,0.85,16,2,4,4,"6,000","6,000"
motore_2,The Accord,3,8,3,2,4,0.81,17,2,10,14,"30,000","36,000"
motore_2,The Accord,4,10,4,3,5,0.77,22,2,20,34,"95,000","131,000"
motore_2,The Accord,5,11,4,3,6,0.73,24,2,50,84,"300,000","431,000"
motore_2,The Accord,6,12,5,4,7,0.69,28,2,100,184,"950,000","1,381,000"
motore_2,The Accord,7,13,6,5,7,0.64,31,2,200,384,"1,900,000","3,281,000"
motore_2,The Accord,8,14,6,5,8,0.60,33,2,400,784,"3,750,000","7,031,000"
motore_2,The Accord,9,16,7,6,9,0.56,38,2,1000,1784,"5,600,000","12,631,000"
motore_2,The Accord,10,17,7,6,9,0.52,39,2,2000,3784,"7,450,000","20,081,000"
motore_2,The Accord,11,18,8,7,10,0.48,43,2,4000,7784,"9,300,000","29,381,000"
motore_3,Thunderbolt,1,6,12,5,4,0.86,27,4,0,0,0,0
motore_3,Thunderbolt,2,7,14,6,5,0.84,32,4,4,4,"64,000","64,000"
motore_3,Thunderbolt,3,7,16,6,5,0.81,34,4,10,14,"130,000","194,000"
motore_3,Thunderbolt,4,8,18,7,6,0.79,39,4,20,34,"190,000","384,000"
motore_3,Thunderbolt,5,8,20,7,6,0.76,41,4,50,84,"1,550,000","1,934,000"
motore_3,Thunderbolt,6,9,22,8,7,0.74,46,4,100,184,"3,300,000","5,234,000"
motore_3,Thunderbolt,7,10,23,9,7,0.71,49,4,200,384,"6,500,000","11,734,000"
motore_3,Thunderbolt,8,10,25,9,8,0.69,52,4,400,784,"11,250,000","22,984,000"
motore_3,Thunderbolt,9,11,27,10,8,0.66,56,4,1000,1784,"16,000,000","38,984,000"
motore_3,Thunderbolt,10,11,29,10,9,0.64,59,4,2000,3784,"20,750,000","59,734,000"
motore_3,Thunderbolt,11,12,31,11,9,0.62,63,4,4000,7784,"25,500,000","85,234,000"
motore_4,M4D Dash,1,8,6,16,16,0.79,46,6,0,0,0,0
motore_4,M4D Dash,2,9,7,18,18,0.77,52,6,4,4,"790,000","790,000"
motore_4,M4D Dash,3,10,8,20,19,0.75,57,6,10,14,"1,600,000","2,390,000"
motore_4,M4D Dash,4,10,8,21,21,0.72,60,6,20,34,"2,400,000","4,790,000"
motore_4,M4D Dash,5,11,9,23,23,0.70,66,6,50,84,"3,200,000","7,990,000"
motore_4,M4D Dash,6,12,10,25,24,0.68,71,6,100,184,"6,800,000","14,790,000"
motore_4,M4D Dash,7,13,11,27,26,0.66,77,6,200,384,"19,500,000","34,290,000"
motore_4,M4D Dash,8,13,11,28,27,0.64,79,6,400,784,"36,250,000","70,540,000"
motore_4,M4D Dash,9,14,12,30,29,0.62,85,6,1000,1784,"53,000,000","123,540,000"
motore_5,The Juggernaut,1,10,24,8,9,0.72,51,7,0,0,0,0
motore_5,The Juggernaut,2,11,26,9,10,0.69,56,7,4,4,"1,950,000","1,950,000"
motore_5,The Juggernaut,3,12,29,10,11,0.65,62,7,10,14,"3,850,000","5,800,000"
motore_5,The Juggernaut,4,12,31,10,11,0.62,64,7,20,34,"5,800,000","11,600,000"
motore_5,The Juggernaut,5,13,34,11,12,0.58,70,7,50,84,"7,700,000","19,300,000"
motore_5,The Juggernaut,6,14,36,12,13,0.55,75,7,100,184,"15,750,000","35,050,000"
motore_5,The Juggernaut,7,15,38,13,14,0.51,80,7,200,384,"28,000,000","63,050,000"
motore_5,The Juggernaut,8,15,41,13,14,0.48,83,7,400,784,"51,750,000","114,800,000"
motore_5,The Juggernaut,9,16,43,14,15,0.44,88,7,1000,1784,"75,500,000","190,300,000"
motore_6,Mach III,1,36,15,13,14,0.55,78,10,0,0,0,0
motore_6,Mach III,2,39,16,14,15,0.51,84,10,4,4,"22,000,000","22,000,000"
motore_6,Mach III,3,41,17,15,16,0.48,89,10,10,14,"43,000,000","65,000,000"
motore_6,Mach III,4,44,18,16,17,0.44,95,10,20,34,"65,000,000","130,000,000"
motore_6,Mach III,5,46,18,16,17,0.41,97,10,50,84,"150,000,000","280,000,000"
motore_6,Mach III,6,49,19,17,18,0.37,103,10,100,184,"284,000,000","564,000,000"
motore_6,Mach III,7,51,20,18,19,0.34,108,10,200,384,"341,000,000","905,000,000"
motore_6,Mach III,8,54,21,19,20,0.30,114,10,400,784,"398,000,000","1,303,000,000"
motore_7,The Powerhouse,1,15,16,42,17,0.48,90,12,0,0,0,0
motore_7,The Powerhouse,2,16,17,45,18,0.45,96,12,4,4,"116,000,000","116,000,000"
motore_7,The Powerhouse,3,17,18,47,19,0.43,101,12,10,14,"232,000,000","348,000,000"
motore_7,The Powerhouse,4,18,19,50,20,0.40,107,12,20,34,"348,000,000","696,000,000"
motore_7,The Powerhouse,5,18,20,52,22,0.38,112,12,50,84,"464,000,000","1,160,000,000"
motore_7,The Powerhouse,6,19,21,55,23,0.35,118,12,100,184,"580,000,000","1,740,000,000"
motore_7,The Powerhouse,7,20,22,57,24,0.33,123,12,200,384,"696,000,000","2,436,000,000"
motore_7,The Powerhouse,8,21,23,60,25,0.30,129,12,400,784,"812,000,000","3,248,000,000"
